"","X","region","population","sex","age","education","income","statusquo","vote","vote_yes"
"838",903,"C",25000,"M",22,"S",15000,-0.95379,"N",0
"839",904,"C",25000,"F",60,"P",7500,1.5877,"Y",1
"840",905,"C",25000,"M",64,"P",7500,1.43653,"Y",1
"841",907,"C",25000,"F",30,"S",35000,0.68807,"Y",1
"842",910,"C",25000,"M",24,"PS",15000,-1.19137,"N",0
"843",911,"C",25000,"F",21,"P",15000,1.33829,"Y",1
"844",912,"C",25000,"F",49,"S",7500,1.35481,"Y",1
"845",914,"C",25000,"M",54,"P",15000,0.9338,"U",NA
"846",915,"C",25000,"M",24,"P",15000,-1.22258,"N",0
"847",916,"C",25000,"M",18,"S",75000,-0.88064,"N",0
"848",917,"C",25000,"M",62,"P",35000,1.55678,"U",NA
"849",918,"C",25000,"F",44,"P",7500,0.91033,"U",NA
"850",919,"C",25000,"F",18,"S",35000,0.34316,"Y",1
"851",920,"C",25000,"M",27,"P",35000,-0.02385,"Y",1
"852",921,"S",125000,"M",18,"S",15000,1.29424,"Y",1
"853",922,"S",125000,"M",44,"P",2500,-1.29617,"N",0
"854",923,"S",125000,"F",31,"PS",15000,-1.29617,"N",0
"855",924,"S",125000,"F",58,"S",35000,-1.29617,"N",0
"856",925,"S",125000,"M",68,"P",7500,-1.29617,"N",0
"857",926,"S",125000,"F",47,"P",7500,1.54802,"Y",1
"858",928,"S",125000,"F",22,"P",7500,0.5492,"Y",1
"859",929,"S",125000,"M",40,"PS",75000,1.43203,"Y",1
"860",930,"S",125000,"M",35,"P",2500,1.17367,"Y",1
"861",931,"S",125000,"M",65,"S",15000,1.1643,"Y",1
"862",932,"S",125000,"M",35,"P",15000,0.85852,"U",NA
"863",933,"S",125000,"F",18,"P",7500,1.26956,"Y",1
"864",934,"S",125000,"F",66,"S",15000,0.40663,"A",NA
"865",935,"S",125000,"F",22,"S",7500,0.96938,"Y",1
"866",936,"S",125000,"M",23,"S",15000,-0.73957,"N",0
"867",937,"S",125000,"M",60,"P",2500,0.6589,"U",NA
"868",939,"S",125000,"M",21,"P",2500,1.25084,"Y",1
"869",940,"S",125000,"F",54,"P",15000,0.69887,"Y",1
"870",941,"S",45000,"M",40,"P",75000,0.46287,"U",NA
"871",942,"S",45000,"F",19,"S",15000,0.81279,"U",NA
"872",943,"S",45000,"M",32,"P",75000,0.99576,"U",NA
"873",944,"S",45000,"F",54,"P",75000,0.23543,"U",NA
"874",945,"S",45000,"M",35,"P",2500,1.00383,"U",NA
"875",946,"S",45000,"F",19,"PS",15000,-0.5488,"U",NA
"876",947,"S",45000,"F",40,"P",7500,0.66545,"U",NA
"877",948,"S",45000,"M",25,"P",2500,1.25306,"Y",1
"878",949,"S",45000,"M",48,"S",35000,-1.29617,"N",0
"879",950,"S",45000,"M",37,"PS",35000,0.19914,"Y",1
"880",951,"S",45000,"F",32,"S",7500,0.21006,"U",NA
"881",952,"S",45000,"F",18,"S",7500,1.31037,"Y",1
"882",953,"S",45000,"M",53,"PS",75000,1.48547,"Y",1
"883",954,"S",45000,"M",25,"PS",35000,1.1538,"Y",1
"884",955,"S",45000,"F",45,"P",2500,-0.60865,"U",NA
"885",956,"S",45000,"F",54,"S",7500,-0.2688,"N",0
"886",957,"S",45000,"F",60,"P",75000,-0.89149,"Y",1
"887",958,"S",45000,"F",18,"P",75000,-0.97181,"N",0
"888",959,"S",45000,"F",49,"PS",2500,-0.86092,"N",0
"889",960,"S",45000,"M",30,"P",7500,1.04754,"Y",1
"890",961,"S",15000,"M",33,"P",7500,0.20483,"Y",1
"891",962,"S",15000,"F",36,"P",7500,-1.26247,"N",0
"892",963,"S",15000,"M",62,"P",2500,1.30792,"Y",1
"893",964,"S",15000,"F",21,"S",15000,-0.78802,"N",0
"894",965,"S",15000,"M",36,"P",15000,-0.72822,"N",0
"895",966,"S",15000,"F",65,"P",7500,0.82519,"U",NA
"896",967,"S",15000,"F",22,"PS",7500,0.24983,"U",NA
"897",968,"S",15000,"M",25,"S",15000,-1.18323,"N",0
"898",969,"S",15000,"M",63,"P",2500,1.43793,"Y",1
"899",970,"S",15000,"M",26,"S",35000,-1.10367,"N",0
"900",971,"S",15000,"M",67,"S",2500,-0.82983,"U",NA
"901",972,"S",15000,"M",25,"P",35000,-0.40224,"A",NA
"902",973,"S",15000,"F",30,"S",35000,0.2461,"U",NA
"903",974,"S",15000,"F",70,"P",7500,-1.16134,"U",NA
"904",975,"S",15000,"F",27,"S",15000,1.40733,"U",NA
"905",976,"S",15000,"M",27,"PS",35000,-0.50424,"N",0
"906",977,"S",15000,"F",61,"P",7500,1.1493,"Y",1
"907",978,"S",15000,"M",27,"P",2500,1.09701,"Y",1
"908",979,"S",15000,"F",70,"P",7500,0.86323,"U",NA
"909",980,"S",15000,"M",53,"S",35000,0.71448,"Y",1
"910",981,"S",8750,"M",36,"P",7500,1.0188,"Y",1
"911",982,"S",8750,"M",19,"P",7500,0.83115,"Y",1
"912",983,"S",8750,"M",28,"S",15000,-1.00723,"N",0
"913",984,"S",8750,"F",50,"P",7500,-1.08585,"N",0
"914",985,"S",8750,"F",20,"P",2500,-0.96528,"N",0
"915",986,"S",8750,"M",65,"P",7500,0.93522,"Y",1
"916",987,"S",8750,"F",36,"P",7500,1.55399,"Y",1
"917",988,"S",8750,"M",60,"S",125000,0.97823,"Y",1
"918",989,"S",8750,"F",28,"S",35000,1.40361,"Y",1
"919",990,"S",8750,"M",28,"S",35000,1.33246,"Y",1
"920",991,"S",8750,"F",48,"S",7500,1.43732,"Y",1
"921",992,"S",8750,"M",58,"P",7500,1.5877,"Y",1
"922",993,"S",8750,"F",25,"S",2500,-0.93058,"U",NA
"923",994,"S",8750,"M",60,"P",7500,1.25541,"U",NA
"924",996,"S",8750,"F",25,"S",15000,0.10978,"U",NA
"925",997,"S",8750,"F",19,"S",35000,0.81609,"Y",1
"926",998,"S",8750,"M",23,"S",75000,1.32935,"Y",1
"927",999,"S",8750,"F",59,"P",15000,0.07679,"U",NA
"928",1000,"S",8750,"M",37,"P",15000,1.51284,"N",0
"929",1001,"S",125000,"F",37,"P",15000,0.01293,"A",NA
"930",1002,"S",125000,"F",31,"S",7500,0.90908,"Y",1
"931",1003,"S",125000,"M",27,"P",7500,-1.1464,"N",0
"932",1004,"S",125000,"M",41,"S",15000,-0.9406,"N",0
"933",1005,"S",125000,"M",37,"P",15000,0.74986,"Y",1
"934",1006,"S",125000,"M",68,"P",15000,0.38388,"U",NA
"935",1007,"S",125000,"M",25,"P",7500,0.3898,"U",NA
"936",1008,"S",125000,"M",25,"P",7500,0.96249,"Y",1
"937",1009,"S",125000,"F",42,"P",7500,0.401,"Y",1
"938",1010,"S",125000,"F",23,"P",2500,1.5877,"Y",1
"939",1011,"S",125000,"F",32,"S",15000,1.55477,"Y",1
"940",1012,"S",125000,"M",59,"S",2500,-0.69048,"Y",1
"941",1013,"S",125000,"M",28,"S",15000,1.36539,"Y",1
"942",1014,"S",125000,"F",37,"S",15000,-0.40457,"U",NA
"943",1015,"S",125000,"F",42,"P",15000,1.39692,"Y",1
"944",1016,"S",125000,"M",36,"S",35000,0.16282,"Y",1
"945",1017,"S",125000,"M",26,"S",35000,1.25257,"Y",1
"946",1018,"S",125000,"F",42,"P",15000,0.31096,"Y",1
"947",1019,"S",125000,"F",18,"S",35000,1.40361,"Y",1
"948",1020,"S",125000,"F",35,"PS",35000,-0.31346,"N",0
"949",1021,"S",25000,"F",23,"P",35000,-0.78492,"A",NA
"950",1022,"S",25000,"F",45,"P",15000,1.27441,"Y",1
"951",1023,"S",25000,"M",20,"PS",35000,-0.3202,"A",NA
"952",1024,"S",25000,"M",62,"P",15000,0.99792,"Y",1
"953",1025,"S",25000,"M",50,"P",35000,0.1526,"A",NA
"954",1026,"S",25000,"F",21,"P",15000,1.09549,"Y",1
"955",1027,"S",25000,"F",40,"P",35000,0.10905,"Y",1
"956",1028,"S",25000,"M",67,"P",15000,-0.87023,"U",NA
"957",1029,"S",25000,"M",19,"P",35000,-0.97943,"N",0
"958",1030,"S",25000,"M",22,"S",15000,-0.08141,"Y",1
"959",1031,"S",25000,"M",48,"PS",15000,0.80633,"Y",1
"960",1032,"S",25000,"F",49,"P",7500,0.13589,"U",NA
"961",1033,"S",25000,"M",27,"P",15000,-0.0728,"U",NA
"962",1034,"S",25000,"F",38,"S",15000,1.27567,"Y",1
"963",1035,"S",25000,"M",23,"S",15000,-0.96901,"N",0
"964",1036,"S",25000,"F",47,"P",7500,0.14576,"Y",1
"965",1037,"S",25000,"F",35,"S",7500,1.54808,"Y",1
"966",1038,"S",25000,"M",24,"S",2500,0.24455,"Y",1
"967",1039,"S",25000,"F",22,"S",15000,1.43793,"Y",1
"968",1040,"S",25000,"M",54,"P",7500,-0.91601,"U",NA
"969",1041,"S",25000,"F",25,"S",7500,1.21252,"A",NA
"970",1042,"S",25000,"M",59,"P",2500,1.39241,"Y",1
"971",1043,"S",25000,"M",30,"S",7500,-0.37017,"Y",1
"972",1044,"S",25000,"M",26,"P",7500,1.18326,"Y",1
"973",1045,"S",25000,"F",41,"S",15000,1.36173,"Y",1
"974",1046,"S",25000,"F",52,"P",2500,-0.79576,"U",NA
"975",1047,"S",25000,"F",21,"PS",15000,-1.29617,"N",0
"976",1048,"S",25000,"M",36,"P",7500,-0.0493,"N",0
"977",1049,"S",25000,"M",28,"P",2500,0.13858,"U",NA
"978",1050,"S",25000,"M",42,"P",2500,0.12341,"Y",1
"979",1051,"S",25000,"F",22,"PS",35000,-0.7125,"N",0
"980",1052,"S",25000,"F",36,"S",35000,-0.0338,"U",NA
"981",1053,"S",25000,"F",36,"PS",35000,0.21687,"U",NA
"982",1054,"S",25000,"M",57,"P",7500,-0.43126,"U",NA
"983",1055,"S",25000,"M",20,"P",7500,0.2575,"Y",1
"984",1056,"S",25000,"F",37,"P",2500,1.5877,"Y",1
"985",1057,"S",25000,"M",23,"S",2500,-1.19739,"N",0
"986",1058,"S",25000,"F",24,"P",2500,1.46885,"Y",1
"987",1059,"S",25000,"F",29,"P",7500,1.3587,"A",NA
"988",1060,"S",25000,"M",55,"P",7500,1.47615,"Y",1
"989",1061,"S",250000,"M",48,"PS",35000,0.40498,"Y",1
"990",1062,"S",250000,"F",23,"S",35000,-1.29293,"N",0
"991",1063,"S",250000,"M",40,"S",35000,-1.1517,"N",0
"992",1064,"S",250000,"M",20,"S",35000,0.98762,"Y",1
"993",1065,"S",250000,"F",38,"PS",75000,0.05047,"Y",1
"994",1066,"S",250000,"F",26,"S",15000,-0.88716,"N",0
"995",1067,"S",250000,"F",49,"S",15000,-1.07783,"A",NA
"996",1068,"S",250000,"M",55,"S",35000,-0.1693,"N",0
"997",1069,"S",250000,"M",39,"PS",75000,-0.9353,"N",0
"998",1071,"S",250000,"F",18,"S",200000,0.11608,"U",NA
"999",1073,"S",250000,"M",21,"PS",75000,-0.80281,"N",0
"1000",1074,"S",250000,"F",33,"S",75000,-1.0632,"N",0
"1001",1075,"S",250000,"M",42,"PS",125000,-1.03503,"N",0
"1002",1076,"S",250000,"F",24,"S",35000,1.26582,"Y",1
"1003",1077,"S",250000,"F",21,"S",15000,-0.05113,"Y",1
"1004",1079,"S",250000,"M",52,"PS",7500,0.51881,"U",NA
"1005",1080,"S",250000,"F",70,"S",75000,1.25757,"U",NA
"1006",1081,"S",250000,"F",26,"P",7500,0.64423,"Y",1
"1007",1082,"S",250000,"F",53,"P",7500,-0.07279,"N",0
"1008",1083,"S",250000,"M",21,"P",15000,0.53116,"Y",1
"1009",1084,"S",250000,"F",34,"P",15000,0.52985,"U",NA
"1010",1085,"S",250000,"M",60,"P",35000,1.40283,"Y",1
"1011",1086,"S",250000,"F",28,"S",7500,-1.14049,"N",0
"1012",1087,"S",250000,"F",19,"S",35000,-1.09015,"N",0
"1013",1088,"S",250000,"M",45,"PS",35000,-0.56055,"N",0
"1014",1089,"S",250000,"M",18,"S",15000,-0.92939,"N",0
"1015",1092,"S",250000,"M",21,"S",15000,-0.16832,"N",0
"1016",1093,"S",250000,"F",37,"P",35000,1.04304,"Y",1
"1017",1094,"S",250000,"F",24,"P",7500,-0.88666,"Y",1
"1018",1095,"S",250000,"M",36,"PS",75000,-1.2204,"N",0
"1019",1096,"S",250000,"F",39,"PS",200000,-1.19438,"N",0
"1020",1098,"S",250000,"F",40,"PS",200000,1.3454,"Y",1
"1021",1099,"S",250000,"M",55,"PS",200000,-1.21974,"N",0
"1022",1100,"S",250000,"M",22,"PS",15000,-0.81078,"N",0
"1023",1102,"S",250000,"F",26,"P",7500,0.02034,"U",NA
"1024",1103,"S",250000,"M",25,"PS",35000,1.3274,"Y",1
"1025",1104,"S",250000,"F",51,"S",15000,-1.0312,"U",NA
"1026",1105,"S",250000,"F",39,"P",75000,-0.28245,"N",0
"1027",1106,"S",250000,"F",39,"S",15000,-1.30713,"N",0
"1028",1108,"S",250000,"M",22,"PS",35000,-1.1517,"N",0
"1029",1109,"S",250000,"F",21,"S",35000,-1.01948,"U",NA
"1030",1110,"S",250000,"M",47,"S",15000,-0.97273,"N",0
"1031",1111,"S",250000,"F",23,"S",2500,1.35949,"Y",1
"1032",1113,"S",250000,"M",32,"S",7500,0.43679,"U",NA
"1033",1115,"S",250000,"M",37,"S",15000,-0.48129,"N",0
"1034",1116,"S",250000,"F",24,"S",15000,-1.18602,"N",0
"1035",1119,"S",250000,"M",65,"P",15000,-1.29617,"N",0
"1036",1120,"S",250000,"F",65,"P",15000,-0.22181,"U",NA
"1037",1122,"S",250000,"M",41,"S",75000,-0.78299,"N",0
"1038",1126,"S",250000,"M",22,"S",15000,-0.69824,"N",0
"1039",1127,"S",250000,"M",48,"P",2500,-1.09862,"A",NA
"1040",1128,"S",250000,"F",40,"P",2500,-1.22285,"N",0
"1041",1130,"S",250000,"F",24,"PS",200000,0.75867,"U",NA
"1042",1131,"S",250000,"M",62,"P",35000,-1.10181,"U",NA
"1043",1132,"S",250000,"F",30,"S",7500,-0.72077,"N",0
"1044",1133,"S",250000,"M",31,"PS",15000,-1.05625,"N",0
"1045",1134,"S",250000,"M",29,"PS",15000,-0.08136,"N",0
"1046",1135,"S",250000,"F",48,"P",7500,-1.29617,"N",0
"1047",1136,"S",250000,"F",53,"P",2500,0.55703,"Y",1
"1048",1137,"S",250000,"F",22,"P",15000,-1.05197,"Y",1
"1049",1138,"S",250000,"M",30,"S",7500,-1.04084,"N",0
"1050",1139,"S",250000,"M",43,"S",15000,-1.29617,"N",0
"1051",1140,"S",250000,"M",38,"S",15000,-1.21232,"N",0
"1052",1141,"S",250000,"F",39,"S",125000,-0.43399,"U",NA
"1053",1142,"S",250000,"M",40,"PS",75000,-1.11744,"N",0
"1054",1143,"S",250000,"F",66,"PS",75000,-1.04075,"N",0
"1055",1144,"S",250000,"M",30,"PS",75000,-1.06681,"N",0
"1056",1145,"S",250000,"F",26,"S",35000,1.39831,"Y",1
"1057",1146,"S",250000,"F",28,"S",7500,-1.00003,"N",0
"1058",1147,"S",250000,"M",35,"P",15000,0.34456,"Y",1
"1059",1148,"S",250000,"F",46,"S",2500,1.07149,"U",NA
"1060",1149,"S",250000,"F",19,"S",35000,0.25636,"A",NA
"1061",1150,"S",250000,"M",65,"P",2500,-1.29617,"N",0
"1062",1151,"S",250000,"M",22,"S",35000,-0.29019,"Y",1
"1063",1152,"S",250000,"F",53,"P",2500,1.5877,"Y",1
"1064",1153,"S",250000,"F",18,"P",2500,0.43869,"N",0
"1065",1155,"S",250000,"M",33,"S",35000,-0.97949,"N",0
"1066",1156,"S",250000,"M",53,"P",7500,-1.10088,"N",0
"1067",1157,"S",250000,"M",33,"P",15000,1.47476,"Y",1
"1068",1158,"S",250000,"M",37,"P",15000,-0.05639,"U",NA
"1069",1159,"S",250000,"F",34,"P",7500,-0.9089,"N",0
"1070",1160,"S",250000,"F",36,"P",15000,0.47789,"Y",1
"1071",1161,"S",250000,"F",36,"S",7500,-0.75762,"U",NA
"1072",1162,"S",250000,"F",38,"S",75000,-0.67253,"N",0
"1073",1164,"S",250000,"M",22,"S",15000,-0.88058,"N",0
"1074",1165,"S",250000,"F",18,"PS",35000,-1.06673,"N",0
"1075",1166,"S",250000,"F",31,"PS",75000,-1.07899,"N",0
"1076",1169,"S",250000,"F",18,"S",7500,-0.99975,"N",0
"1077",1170,"S",250000,"F",36,"S",15000,-0.71567,"A",NA
"1078",1171,"S",250000,"M",56,"PS",35000,-1.20544,"N",0
"1079",1172,"S",250000,"F",70,"S",35000,1.43203,"N",0
"1080",1174,"S",250000,"F",22,"PS",7500,-1.29617,"N",0
"1081",1177,"S",250000,"M",30,"P",15000,0.25023,"Y",1
"1082",1178,"S",250000,"F",44,"P",7500,0.38898,"A",NA
"1083",1179,"S",250000,"F",25,"S",15000,0.81611,"Y",1
"1084",1180,"S",250000,"F",48,"P",7500,-0.11207,"U",NA
"1085",1181,"S",25000,"F",22,"PS",15000,-1.06129,"N",0
"1086",1182,"S",25000,"F",63,"P",15000,-0.27926,"Y",1
"1087",1183,"S",25000,"M",57,"P",15000,0.74066,"Y",1
"1088",1184,"S",25000,"M",22,"S",35000,-1.19945,"N",0
"1089",1185,"S",25000,"M",25,"P",7500,-1.09176,"U",NA
"1090",1186,"S",25000,"F",21,"S",2500,-0.80256,"N",0
"1091",1187,"S",25000,"F",51,"PS",35000,1.38626,"Y",1
"1092",1188,"S",25000,"M",70,"P",15000,-0.48681,"U",NA
"1093",1189,"S",25000,"M",36,"PS",15000,-0.90237,"N",0
"1094",1190,"S",25000,"M",25,"P",15000,-0.79222,"N",0
"1095",1191,"S",25000,"F",24,"PS",15000,0.58929,"U",NA
"1096",1192,"S",25000,"M",58,"S",75000,1.55477,"Y",1
"1097",1193,"S",25000,"F",59,"P",15000,-1.29617,"N",0
"1098",1194,"S",25000,"M",28,"P",7500,-1.11956,"N",0
"1099",1195,"S",25000,"F",21,"S",35000,-0.40754,"N",0
"1100",1196,"S",25000,"M",21,"PS",15000,-0.79464,"N",0
"1101",1197,"S",25000,"F",38,"PS",75000,-1.29617,"N",0
"1102",1198,"S",25000,"M",70,"P",35000,-0.91196,"U",NA
"1103",1199,"S",25000,"F",60,"S",15000,1.43203,"Y",1
"1104",1200,"S",25000,"F",25,"P",15000,-0.76597,"N",0
"1105",1201,"S",15000,"F",38,"P",15000,-0.60892,"U",NA
"1106",1202,"S",15000,"F",24,"S",7500,1.27453,"U",NA
"1107",1203,"S",15000,"M",20,"P",7500,-0.44311,"N",0
"1108",1204,"S",15000,"M",58,"P",7500,1.46885,"Y",1
"1109",1205,"S",15000,"M",58,"P",7500,1.68819,"Y",1
"1110",1206,"S",15000,"F",69,"S",15000,1.03459,"Y",1
"1111",1207,"S",15000,"M",29,"P",15000,0.32316,"Y",1
"1112",1208,"S",15000,"F",34,"S",35000,-0.38947,"U",NA
"1113",1209,"S",15000,"F",47,"S",7500,-1.00879,"N",0
"1114",1210,"S",15000,"F",62,"P",7500,0.24454,"U",NA
"1115",1211,"S",15000,"F",27,"S",7500,-1.00877,"N",0
"1116",1212,"S",15000,"M",69,"P",7500,1.5877,"Y",1
"1117",1213,"S",15000,"F",70,"P",7500,0.90441,"Y",1
"1118",1214,"S",15000,"M",35,"P",7500,0.17868,"Y",1
"1119",1215,"S",15000,"M",19,"S",15000,-0.86197,"N",0
"1120",1216,"S",15000,"F",37,"P",7500,1.5877,"Y",1
"1121",1217,"S",15000,"F",21,"S",15000,-0.99603,"N",0
"1122",1218,"S",15000,"M",20,"P",7500,-0.96762,"N",0
"1123",1220,"S",15000,"M",19,"S",35000,0.11796,"U",NA
"1124",1221,"S",45000,"M",28,"S",15000,-1.1464,"N",0
"1125",1223,"S",45000,"M",41,"S",35000,-0.21053,"N",0
"1126",1224,"S",45000,"M",23,"P",2500,0.95611,"N",0
"1127",1226,"S",45000,"F",36,"S",15000,-1.04877,"N",0
"1128",1227,"S",45000,"F",27,"S",7500,-1.21695,"N",0
"1129",1228,"S",45000,"M",64,"S",15000,-0.88369,"N",0
"1130",1229,"S",45000,"M",31,"S",7500,-1.04155,"N",0
"1131",1230,"S",45000,"M",49,"PS",7500,0.4324,"Y",1
"1132",1231,"S",45000,"M",25,"PS",15000,-1.29617,"N",0
"1133",1232,"S",45000,"F",33,"P",7500,-0.25351,"N",0
"1134",1233,"S",45000,"F",22,"P",15000,-0.72379,"Y",1
"1135",1234,"S",45000,"M",63,"P",35000,0.81197,"Y",1
"1136",1235,"S",45000,"F",67,"P",7500,-0.62189,"N",0
"1137",1236,"S",45000,"F",26,"S",7500,-1.22285,"U",NA
"1138",1237,"S",45000,"F",49,"P",15000,-1.29617,"N",0
"1139",1240,"S",45000,"M",30,"PS",15000,-0.51062,"N",0
"1140",1241,"S",25000,"F",58,"P",2500,-0.93163,"N",0
"1141",1242,"S",25000,"M",66,"P",2500,1.48145,"Y",1
"1142",1243,"S",25000,"F",37,"P",7500,0.93681,"U",NA
"1143",1244,"S",25000,"F",28,"P",7500,1.25522,"Y",1
"1144",1245,"S",25000,"M",20,"S",2500,0.0072,"N",0
"1145",1246,"S",25000,"M",49,"P",7500,1.29306,"Y",1
"1146",1247,"S",25000,"F",30,"S",7500,1.5877,"Y",1
"1147",1248,"S",25000,"F",67,"P",15000,1.39971,"Y",1
"1148",1249,"S",25000,"F",31,"P",7500,1.24248,"Y",1
"1149",1250,"S",25000,"M",33,"S",15000,-0.20032,"U",NA
"1150",1251,"S",25000,"M",29,"P",2500,-1.29617,"N",0
"1151",1252,"S",25000,"M",69,"P",7500,1.18476,"Y",1
"1152",1253,"S",25000,"F",27,"S",15000,0.35728,"Y",1
"1153",1256,"S",25000,"F",20,"P",2500,1.22013,"Y",1
"1154",1257,"S",25000,"F",38,"P",15000,0.95449,"Y",1
"1155",1259,"S",25000,"M",24,"S",7500,0.36676,"N",0
"1156",1260,"S",25000,"M",34,"PS",15000,0.06712,"A",NA
"1157",1261,"S",8750,"M",28,"PS",75000,-0.18762,"A",NA
"1158",1262,"S",8750,"M",70,"P",7500,0.94771,"U",NA
"1159",1263,"S",8750,"F",38,"S",15000,1.18423,"Y",1
"1160",1264,"N",8750,"F",32,"P",7500,1.22566,"Y",1
"1161",1266,"S",8750,"F",24,"P",7500,1.38957,"Y",1
"1162",1267,"S",8750,"F",37,"S",7500,1.33244,"Y",1
"1163",1268,"S",8750,"M",50,"P",7500,1.5935,"Y",1
"1164",1269,"S",8750,"M",50,"P",7500,1.19527,"Y",1
"1165",1270,"S",8750,"M",29,"P",15000,1.35218,"U",NA
"1166",1271,"S",8750,"M",26,"S",7500,1.2728,"Y",1
"1167",1272,"S",8750,"M",37,"PS",7500,-1.04106,"N",0
"1168",1273,"S",8750,"F",20,"P",2500,1.47476,"Y",1
"1169",1274,"S",8750,"F",36,"P",35000,-0.98395,"U",NA
"1170",1275,"S",8750,"M",38,"P",15000,1.5038,"Y",1
"1171",1276,"S",8750,"F",26,"P",7500,1.20337,"Y",1
"1172",1277,"S",8750,"M",46,"S",7500,1.44322,"Y",1
"1173",1278,"S",8750,"F",68,"P",15000,0.06376,"U",NA
"1174",1279,"S",8750,"F",37,"P",2500,1.456,"Y",1
"1175",1280,"S",8750,"M",34,"PS",75000,0.8459,"U",NA
"1176",1281,"S",45000,"F",46,"PS",35000,1.17549,"Y",1
"1177",1282,"S",45000,"M",47,"S",75000,-1.22876,"N",0
"1178",1283,"S",45000,"F",20,"S",35000,0.2422,"N",0
"1179",1284,"S",45000,"M",26,"P",15000,0.67166,"Y",1
"1180",1285,"S",45000,"M",19,"S",75000,1.21306,"Y",1
"1181",1287,"S",45000,"F",20,"S",15000,1.19375,"Y",1
"1182",1288,"S",45000,"F",65,"P",7500,1.5877,"Y",1
"1183",1289,"S",45000,"M",45,"P",7500,1.5877,"Y",1
"1184",1290,"S",45000,"M",27,"S",35000,0.83702,"Y",1
"1185",1291,"S",45000,"F",40,"PS",35000,0.91251,"U",NA
"1186",1292,"S",45000,"F",33,"PS",15000,1.47024,"Y",1
"1187",1293,"S",45000,"M",37,"PS",35000,-0.26722,"N",0
"1188",1296,"S",45000,"M",32,"P",35000,1.3526,"Y",1
"1189",1297,"S",45000,"F",30,"P",7500,0.07743,"A",NA
"1190",1298,"S",45000,"F",44,"P",15000,1.13002,"Y",1
"1191",1299,"S",45000,"F",60,"P",7500,1.29953,"U",NA
"1192",1300,"S",45000,"M",37,"S",15000,-1.15543,"A",NA
"1193",1301,"S",25000,"F",58,"P",7500,0.50186,"N",0
"1194",1302,"S",25000,"M",35,"P",15000,0.10046,"U",NA
"1195",1303,"S",25000,"M",47,"S",35000,1.47615,"Y",1
"1196",1304,"S",25000,"F",45,"P",7500,0.02279,"A",NA
"1197",1306,"S",25000,"F",45,"P",7500,1.5877,"Y",1
"1198",1307,"S",25000,"M",21,"S",15000,1.08435,"Y",1
"1199",1308,"S",25000,"F",18,"PS",35000,1.36539,"Y",1
"1200",1309,"S",25000,"F",25,"PS",35000,-1.29617,"N",0
"1201",1310,"S",25000,"M",65,"PS",35000,-1.22876,"N",0
"1202",1311,"S",25000,"F",47,"P",2500,1.5877,"Y",1
"1203",1312,"S",25000,"M",56,"P",7500,0.229,"N",0
"1204",1313,"S",25000,"M",59,"P",15000,-0.2766,"Y",1
"1205",1314,"S",25000,"F",23,"P",7500,0.27658,"Y",1
"1206",1315,"S",25000,"M",19,"S",15000,1.29798,"Y",1
"1207",1316,"S",25000,"M",38,"S",35000,-0.28181,"N",0
"1208",1317,"S",25000,"F",48,"P",7500,0.36525,"Y",1
"1209",1318,"S",25000,"M",27,"P",7500,1.47024,"Y",1
"1210",1319,"S",25000,"F",18,"P",7500,-1.29617,"N",0
"1211",1320,"S",25000,"M",26,"P",7500,0.9508,"Y",1
"1212",1321,"S",25000,"M",24,"P",15000,-1.15693,"N",0
"1213",1322,"S",25000,"M",29,"S",15000,-0.33243,"N",0
"1214",1323,"S",25000,"F",33,"P",7500,1.29012,"Y",1
"1215",1325,"S",25000,"M",36,"S",15000,1.50846,"Y",1
"1216",1326,"S",25000,"M",35,"S",35000,1.00996,"Y",1
"1217",1327,"S",25000,"F",54,"S",35000,-1.21695,"N",0
"1218",1328,"S",25000,"F",20,"S",35000,0.41846,"U",NA
"1219",1329,"S",25000,"M",46,"S",75000,1.48735,"Y",1
"1220",1330,"S",25000,"F",24,"S",35000,-0.26866,"N",0
"1221",1331,"S",25000,"F",24,"P",2500,0.90932,"Y",1
"1222",1332,"S",25000,"M",20,"PS",35000,-0.08054,"Y",1
"1223",1333,"S",25000,"M",41,"S",35000,0.82505,"Y",1
"1224",1334,"S",25000,"M",48,"P",15000,-0.70898,"N",0
"1225",1335,"S",25000,"F",50,"P",35000,0.14576,"U",NA
"1226",1336,"S",25000,"F",34,"P",7500,1.2641,"Y",1
"1227",1337,"S",25000,"M",43,"P",15000,0.97998,"Y",1
"1228",1338,"S",25000,"M",18,"S",7500,-0.85414,"N",0
"1229",1339,"S",25000,"F",36,"P",7500,1.58486,"Y",1
"1230",1340,"S",25000,"F",57,"P",7500,-0.35168,"N",0
"1231",1341,"S",250000,"M",21,"PS",7500,0.62396,"A",NA
"1232",1342,"S",250000,"M",36,"PS",75000,1.43653,"Y",1
"1233",1343,"S",250000,"F",43,"P",7500,-0.20299,"Y",1
"1234",1344,"S",250000,"F",30,"S",35000,-0.82983,"U",NA
"1235",1345,"S",250000,"F",33,"S",15000,0.32316,"U",NA
"1236",1346,"S",250000,"F",38,"P",15000,-0.44442,"N",0
"1237",1347,"S",250000,"M",28,"S",15000,-0.07212,"U",NA
"1238",1348,"S",250000,"F",36,"S",15000,0.91548,"U",NA
"1239",1349,"S",250000,"F",22,"S",35000,0.32842,"Y",1
"1240",1350,"S",250000,"M",36,"S",35000,1.12564,"Y",1
